Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2/2/17,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Having problems with customer service,"I am currently on an income-driven repayment plan in which I have to re-certify annually. I submitted my certification documentation on XX/XX/XXXX. Since that date, I still have yet to receive a change in repayment plan. On XX/XX/XXXX, I contacted Fed Loan Servicing requesting a status update on my request and received a response on XX/XX/XXXX, stating that I would need to make a payment in the Standard repayment plan to proceed with the request to change my income-driven repayment plan. I paid the minimum due of {$360.00} on XX/XX/XXXX. It was communicated to me on XX/XX/XXXX, that my documentation had missing information-how often my husband and I are paid. I responded with the requested information on XX/XX/XXXX, and was under the impression that my request would be processed. I followed-up via e-mail with Fed Loan Servicing on XX/XX/XXXX, asking for a status update. I received a response the same day that I had satisfied the one-time payment and that I would be contacted once the review was completed. On XX/XX/XXXX, I still had not received any notification so I, again, e-mailed Fed Loan Servicing requesting a status update. I was informed by "" XXXX '' that the payment that I made XX/XX/XXXX did not qualify and that the opt-out procedure had not yet been submitted. Please remember that I did not submit my request until XX/XX/XXXX, to begin the process so I 'm still unsure where the information about my XX/XX/XXXX payment came from and XX/XX/XXXX, they were supposed to submit the opt-out procedure. At that time on XX/XX/XXXX, I contacted Fed Loan Servicing by phone. The representative apologized and stated that there was a mistake on their end. He contacted his supervisor and they escalated the request. I received documentation from them on XX/XX/XXXX and XX/XX/XXXX, which the rep. stated would happen so, again, I thought things were moving along. Now, it is XXXX XXXX, XXXX, and I just received an update. My request was denied due to missing information-how often my husband and I are paid. I had already provided this information back on XX/XX/XXXX. I responded via e-mail to the request for the information and also advised them that I had already provided the information to them previously. I am very frustrated with this process and the lack of competency to complete my request. I have been through this process for a couple of years now and have never had this problem before.",,AES/PHEAA,OH,456XX,Servicemember,Consent provided,Web,2/2/17,Closed with non-monetary relief,Yes,No,2322951
10/26/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,,"NELNET, INC.",VA,22554,Servicemember,Consent not provided,Web,10/26/17,Closed with explanation,Yes,N/A,2713321
12/13/16,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Need information about my balance/terms,I disputed incorrect information reported on my credit report and asked for verification of debt. I did not receive validation and verification of debt. The debt is with Navient and US Dept of Education.,,"Navient Solutions, LLC.",GA,302XX,Servicemember,Consent provided,Web,12/13/16,Closed with explanation,Yes,No,2245122
2/3/17,Student loan,Non-federal student loan,Dealing with my lender or servicer,Having problems with customer service,"Discover Student loans purchased loans I had originally taken out with XXXX. I have not missed a payment since I 've started paying on them. They have published list of criteria to qualify for cosigner release. First that you loan is a prior XXXX loan, next that you are XXXX, that you are a US Citizen, that you 've made the requisite amount of consecutive monthly payments on time ( which I did ), that you make more than {$1500.00} in gross monthly income ( I make {$10000.00} ), and that you have satisfactory credit ( they said the score they pulled for me was XXXX ). I applied for cosigner release and was denied a couple days later. I was told my income was too low. I followed up with Discover and they said the reason for the denial was that I did not provide proof of income. I followed up and provided the requisite information even though they do not specify on their release application that that information was necessary. I was denied again XXXX day later, again because they said my income was too low. I contacted them but was not able to get a clear answer on why I was having the same issue. I thought having a cosigner released would be easier than consolidating. I was able to get a consolidation loan within a half hour, with better rates. I will never use Discover again.",,DISCOVER BANK,VA,220XX,Servicemember,Consent provided,Web,2/3/17,Closed with explanation,Yes,No,2325685
12/28/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Don't agree with the fees charged,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,91740,Servicemember,N/A,Phone,12/28/17,Closed with explanation,Yes,N/A,2766262
10/23/17,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,"XXXX XXXX XXXX XXXX Student Loan, this is the type of account the I co-signed for, for my XXXX back on XXXX XXXX XXXX. The loan has since been transferred to Navient for management. 

In XXXX XXXX, I was reviewing my bills and loan accounts like I do every few weeks so I can plan and prepare for upcoming payments. I typically do not focus on the XXXX XXXX Student Loan because it is an account my XXXX is supposed to be paying back, but since she has not been paying on the XXXX XXXX Student Loan, I needed to if I wanted to keep up with my decent credit score. As I was reviewing the account details ( payment history, loan balance, interest paid, principal paid ), I saw something that was a little disturbing, the interest paid amount. 

I looked back at the life of the loan and made notes of some of the numbers. 

The original loan amount was {$9100.00}. As of today, XXXX/XXXX/XXXX, there has been roughly {$8800.00} paid towards interest, and roughly {$5000.00} paid towards the balance of the loan. In total, roughly {$13000.00} has been paid towards this school loan ( XXXX XXXX Student Loan ).
The reason I reference the term "" roughly '' in the above statement is because I can not find this data on Navients website. So I had to download my transaction history and use XXXX to calculate the numbers  above. 

Once I saw the amounts ( loan balance, interest paid, principal paid ) for this loan, I almost had a XXXX XXXX. This loan was being paid XXXX/XXXX/XXXX - XXXX XXXX, and the loan is n't even paid halfway off?? All I could think about is how long will this need to be paid before it gets paid off? Another XXXX years? How much additional money would need paid towards the loan {$10000.00}?? 

I wanted to get a baseline, so I logged into XXXX XXXX Services. This is where I have my own student loans. In XXXX XXXX, I borrowed roughly {$18000.00} to go to school. I did not have to make payments until after I graduated in XX/XX/XXXX. I just paid off my student loans a couple weeks ago. So I thought to myself, how can I borrow twice as much for my student loans and have them paid off in XXXX years, and on the flip-side, pay on the XXXX XXXX Student Loan for XXXX years, and not even pay half of the {$9100.00} balance? I did not understand what happened or how I can have a loan twice as much get paid off, before a loan half the size. 

Since I did not understand what was happening with the XXXX XXXX Student Loan, I called Navient to find out more information and possibly get assistance in some form or another. 

When I called Navient ( XX/XX/XXXX ), I spoke with XXXX individuals. I shared my story with each individual. The story is as follows : "" My XXXX is refusing to pay the loan back so I am forced to pay. I am only able to make the minimum payment since I did not budget the repayment of the XXXX XXXX Student Loan. I wanted help from Navient to ease the stress I was being overwhelmed with over this situation I was now in. I gave the details of the loan ( the original loan amount {$9100.00}, roughly {$8800.00} paid towards interest, and roughly {$5000.00} paid towards the balance of the loan. In total, roughly {$13000.00} has been paid ), and each representative denied me assistance or help on this loan. All they could recommend for me was to make a larger monthly payment so the loan would be paid off sooner. '' I was very unhappy with how the call went. Not only did I not receive any assistance from Navient, I felt like they did n't care about the situation I was in and they just wanted money for this XXXX XXXX Student Loan. 

At this point, I started to review paperworkemails regarding the contract details and the promissory note, but I never found the information on what rate was to be charged for the XXXX XXXX Student Loan. Most of the information I found was telling me how I made a good choice by obtaining the XXXX XXXX Student Loan. Some documents promised that having this type of loan would be beneficial because there were "" interest-only payments and shorter repayment periods designed to save on your overall loan costs ''. 

I was able to find a letter that contained an updated payment schedule, estimating the payoff date would be XXXX/XXXX/XXXX, estimated interest paid to the loan {$5000.00} and total amount to be paid to the loan was estimated at {$14000.00} With all of that being said, I feel like we were scammed into obtaining the XXXX XXXX Student Loan. All of the information about it being a beneficial program and designed to save us money never cam into fruition. The facts are this, XXXX years of paying towards a {$9100.00} loan has left me with this, an interest paid amount of roughly {$8800.00}, principal paid amount of roughly {$5000.00}, and a loan balance of XXXX. 

After XXXX years of paying this loan the amount of interest we have paid is nearly the loan amount requested. Can someone please tell me why I was being directed to obtain a "" XXXX XXXX Student Loan ''? From what I can tell this is not a smart loan to have. 

I believe we were mislead to think that this was a good option for a school loan. Nothing I have seen has proved otherwise.",,"Navient Solutions, LLC.",PA,,Servicemember,Consent provided,Web,10/23/17,Closed with explanation,Yes,N/A,2709386
12/16/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,Company believes it acted appropriately as authorized by contract or law,MOHELA,CA,94596,Servicemember,Consent not provided,Web,12/16/17,Closed with explanation,Yes,N/A,2757190
6/5/14,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,,,Dream Center Education Holdings,NV,89128,Servicemember,N/A,Web,6/9/14,Closed with explanation,Yes,No,881996
10/2/12,Student loan,Non-federal student loan,Repaying your loan,,,,"Navient Solutions, LLC.",FL,339XX,Servicemember,N/A,Web,10/2/12,Closed with monetary relief,Yes,No,164485
11/15/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,,"NELNET, INC.",WI,53172,Servicemember,Consent not provided,Web,11/15/17,Closed with explanation,Yes,N/A,2729544
5/20/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Problem with customer service,,,AES/PHEAA,TX,78209,Servicemember,Consent not provided,Web,5/20/17,Closed with explanation,Yes,N/A,2489748
6/21/17,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,"I obtained my federal student loans in order to attend XXXX XXXX ( graduating in XXXX ), and I subsequently refinanced them with XXXX. XXXX subsequently sold the loans to XXXX XXXX, who then sold them to Navient. XXXX had a principal payment option electronically available on their web site when they had my notes. Navient has no process to make principal only payments, and refuses to recognize my requests to make them, even though my accounts are on auto payment and in good standing. It seems that if you would like to avoid their archaic repayment system that appears designed to ring every possible cent of profit out of a note, you have to save your extra payments until you have enough in the coffee can to pay them in full. So while the documentation I signed say there is no prepayment penalty, Navient effectively adds one by refusing all pre-payments until the loan is repaid in full at that moment. And they pass this off by saying that it 's the Department of Education 's fault, because they decide the repayment terms. I 'm certain, however, that the Department of Education has not precluded Navient and other firms from accepting principal only payments from customers in good standing unless it comes in a full payoff. The effect of Navient 's position is illogical on its face, and absurd in its impact. This is clearly a profit motive on the part of Navient to deny principal only payments, and I believe they should be held to account. My Navient account number is XXXX, and I am willing to provide statements as required to support my claims. My most recent discussion with Navient took place on a chat board on their site on XXXX/XXXX/XXXX, beginning at XXXX XXXX. This is what that discussion looked like : XXXX XXXX XXXX XXXX I do apologize, all payments are applied to the interest first and then once interest has been satisfied, payments will be applied to principal. XXXX XXXX XXXXXXXX XXXX I 'm sorry, that 's not my request. I want to make a principle only payment. XXXXXXXX XXXX I would like to know how to do that. XXXX XXXX XXXX XXXX I do apologize, that is not an option.",,"Navient Solutions, LLC.",WA,,Servicemember,Consent provided,Web,6/21/17,Closed with explanation,Yes,N/A,2555571
5/22/17,Student loan,Private student loan,Struggling to repay your loan,Can't temporarily delay making payments,,,"Navient Solutions, LLC.",OH,43615,Servicemember,Consent not provided,Web,5/22/17,Closed with explanation,Yes,N/A,2490503
5/23/17,Student loan,Federal student loan servicing,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,AES/PHEAA,VA,20148,Servicemember,Consent not provided,Web,5/23/17,Closed with explanation,Yes,N/A,2491319
6/14/18,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,"In regards to : UNFINISHED BUSINESS ( Navient ) US DEPARTMENT OF EDUCATION, must herein provide a true and certified copy of the complete audit trail of said account. furthermore, in order for US DEPARTMENT OF EDUCATION to validate the debt, please provide verification through audit certification of debt entry in accordance with g.a.a.p., i.f.r.s., in accordance with basel 3 accord and u.n.c.i.t.r.a.l. conventions. I would also need a copy of your Tax Registration certificate!",,"Navient Solutions, LLC.",FL,325XX,Servicemember,Consent provided,Web,6/14/18,Closed with explanation,Yes,N/A,2936418
9/29/17,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,"Co-signed loan. Date of loan XXXX-XXXX-2010. Loan amount is {$10000.00}. Seven years later, the unpaid principal is {$10000.00} and the variable interest rate is 14.25 %. The interest and late fees are creating an installment loan that will never be paid off, thus my sons loan will perpetually haunt my credit. Im XXXX. I would like to retire one day and buy a retirement home. But due to Navient and this loan, it will come at a higher cost. Even if i give in and pay off this loan for my son, i still have an adverse event on my credit until I am XXXX years old. And what will that teach my son about responsibility for his own actions? I see he made payments on time. Seems like i should be able to get a release now.",,"Navient Solutions, LLC.",MI,494XX,Servicemember,Consent provided,Web,9/29/17,Closed with explanation,Yes,N/A,2688911
10/2/15,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,Company believes it acted appropriately as authorized by contract or law,SLM CORPORATION,MI,49776,Servicemember,N/A,Phone,10/6/15,Closed with explanation,Yes,No,1591123
1/19/17,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Don't agree with fees charged,,,"Navient Solutions, LLC.",MD,20619,Servicemember,Consent not provided,Web,4/28/17,Closed with explanation,Yes,No,2298004
6/14/17,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,"On  XX/XX/XXXX I  contacted  Sallie Mae abou t my student loans. I lost my job and was seeking a deferment. I was told by the person I spoke with that I can defer my payments for 3 months at a time. I had to make a {$50.00} payment towards each loan. I was instructed that the payment was going to be made on   XX/XX/XXXX . I wa s also told that I would be deferred  for XX/XX/XXXX ,  XX/XX/XXXX  and  XX/XX/XXXX . W ith option to continue deferme nt by  XX/XX/XXXX  or m ake my payment.   On   XX/XX/XXXX  m y co-signer received a letter stating I was behind on my payments. My co-signer contacted  Sallie Mae a nd the person he spoke with insisted there was no arrangement made with them to defer my payments. He insisted that she double check. She came back on the line and said yes there is a plan setup for deferment, however it does n't start until the good faith payment is made o n  XX/XX/XXXX .    My co-signer asked to speak with a supervisor. The supervisor said that nothing could be done and if the payment was not made for the delinquent account that it will be reported to the credit bureau and effect his credit. Now they  had him pay for XX/XX/XXXX  and XX/XX/XXXX  payme nts totaling {$710.00}.   The information tha t Sallie Mae provi des their clients with is false or they do not know what they are talking about.   On top of that bac k in  XX/XX/XXXX , th ey showed my payment on  XXXX  account to be 60 days late. My co-signer ' s credit score  plummeted from  XXXX  to  XXXX . However I had automatic payments setup for both accounts, but  the one account w as never deducted from my bank account.   The way  Sallie Mae do es business is terrible. The employees do not know what information they are giving to people, they also use bullying tactics to get money from the person that took out the loan.   They will call and leave no message, then call your co-signer before you have a chance to call them back.",Company believes complaint is the result of an isolated error,SLM CORPORATION,NY,,Servicemember,Consent provided,Web,6/23/17,Closed with monetary relief,Yes,N/A,2545714
2/26/18,Student loan,Federal student loan servicing,Incorrect information on your report,Information belongs to someone else,"When I was XXXX XXXX in XXXX, I was injured and had to be medi- vac to XXXX . That day, my ex-wife and her son took out student loans without my knowledge due to the fact, I am assuming that they were not sure of my survival. This was all done via electronic signatures and having my SS # and vital info, they were successful in doing this. Once it is set up, all they had to do was keep resubmitting the same info for new loans. 
I was made aware of these loans when trying to purchase a home 2 years ago. I made out a police report, called Navient, and called all credit bureau reporting agencies. These were removed from my Credit Report immediately and Navient advised they would stop all collections and make a report of who did this and go after them. In the time that conversation took place and today, they have sold these loans to 4 different debt recovery companies. Every time, I talk to them, they advise they will send back to Navient and refuse to collect. A few months later, they sell it again. This continues to be an issue and Navient refuses to stop selling these loans or provided documentation of my signature. Not sure what else to do, we received new paperwork from a new recovery company today from XXXX XXXX XXXX. 
There are a total of 9 loans in the amount totaling- XXXX",,"Navient Solutions, LLC.",OH,,Servicemember,Consent provided,Web,2/26/18,Closed with explanation,Yes,N/A,2826434
5/31/18,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,,"Navient Solutions, LLC.",UT,84043,Servicemember,Consent not provided,Web,5/31/18,Closed with explanation,Yes,N/A,2922655
2/20/17,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Received bad information about my loan,"XXXX/ACS alleges that I was late 30/60/90/120/150 days in XX/XX/2015, XX/XX/2015, XX/XX/2015 for the account ending in XXXX. I was never late on any payments.",,ACS Education Services,CA,923XX,Servicemember,Consent provided,Web,2/20/17,Closed with explanation,Yes,Yes,2351263
11/29/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,,AES/PHEAA,CA,92021,Servicemember,Consent not provided,Web,11/29/17,Closed with explanation,Yes,N/A,2740854
11/30/17,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,,AES/PHEAA,CA,92021,Servicemember,Consent not provided,Web,11/30/17,Closed with explanation,Yes,N/A,2741145
5/28/15,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I recently graduated from XXXX University with my XXXX. Navient a company which took over my loans from XXXX XXXX contacted me in XXXX of 2015 for repayment for my XXXX loans from XXXX University. As a XXXX I bring home {$2300.00} monthly after taxes. I am currently paying {$200.00} for my federal loans, and was hoping to pay the same amount for my private loans. After reaching out to Navient for the XXXX time, they told me that my only option was a rate reduction plan, that has me paying {$400.00} plus per month. I can not afford this payment. I have totally wiped out my savings from XXXX of 2015 until now. I know My obligations and I am willing to pay every month, however {$400.00} per month is too much. I do n't have enough money to pay all of my bills, or buy groceries once I pay this amount. Is there anyway my payment can be lowered? 
Thanks",,"Navient Solutions, LLC.",NC,28027,Servicemember,Consent provided,Web,5/28/15,Closed with explanation,Yes,No,1395576
12/23/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,"My IDR was denied and no reason was given other than they would send me a letter. Naturally, I tried calling as soon as I got the email but they were already closed for the holiday ... my loan replayment plan ends XXXX. Last year with my repayment recertification, they made me go into forbearance for more than a month while they reviewed my application. This year, I made sure to recertify in a timely manner. My job and income have not changed yet for some reason my IDR was denied. I strongly dislike XXXX XXXX. I feel they intentionally place obstacles in the way to cause your loans to back up and need to go into forbearance.",,AES/PHEAA,IL,606XX,Servicemember,Consent provided,Web,12/23/17,Closed with explanation,Yes,N/A,2763024
12/6/17,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,,"Navient Solutions, LLC.",TX,75077,Servicemember,Consent not provided,Web,12/6/17,Closed with explanation,Yes,N/A,2747513
8/17/17,Student loan,Federal student loan servicing,Struggling to repay your loan,Can't get other flexible options for repaying your loan,"Going through an MBA program and needed to take a break due to health issues. Spoke to a representative in XX/XX/XXXXabout going onto a IDR loan repayment plan. Was told the payments would be around {$150.00} a month. A representative helped me select the ( REPAYE ) option and fill out an application after being told the previous two years no lower monthly paid options are available and I would have to pay over {$500.00} a month even when I just got off of unemployment. Fine. HR verified me the next day and faxed a copy of my application in. I followed up with a copy of my application and proof of income. Fedloan denied my application stating I did not submit proof of income. I uploaded my pay stub and they stated they received it. Nothing happened. Meanwhile, I was told my account was placed on an Administrative forbearance. Kept getting e-mails stating I need to pay over {$500.00}. Called again and the representative stated I was placed on an administrative forbearance and to ignore it. Called again today and this time my account states I owe over {$1000.00}. No forbearance was placed on my account and my IDR still has not been processed. Worst, my account says I am 28 days delinquent. I have never been delinquent on an account in over 10 years. My credit report is all green from on time payments. The representative tells me on the phone that I better make a payment or I will get reported to the credit bureau. That made me angry. I asked to speak to a supervisor. She denied my request and forwarded me instead to another representative who stated I have to pay the {$1000.00} before my REPAYE can be processed. Also, Fedloan keeps telling me I have to pay my immediately yet when I called US Department of Education to ask a question about something unrelated, I was told specifically that its written in the statues that regardless of how much you owe, a student is guaranteed 6 months grace period. I told Fedloan several times and they recognized this and again stated an administrative forbearance is on my account.
It is clear to me that Fedloan Servicing has no plans to honor what is written in statues with the grace period after attending school. They also have been lying to me for the past 4 months stringing me along until I am backed into a corner where I have no choice but pay them instead of paying my rent or car payment which I need to get to work. They are loan sharks. It is also clear they have no intention on processing the REPAYE application that their representative selected and sold to me and even helped me fill out the application.
The representative acknowledged that I am entitled to the grace period because of my student status had me put {$0.00} for payment and {$5.00} maximum payment while the application was being processed.
The representative even apologized to me because my account had accrued {$10000.00} in interest because I could not afford payments since I was paying another private loan that could not be consolidated. She stated I was entitled to lower payments at that time including the period I was unemployed.
I suppose that 's was the whole point to begin with. Have representative promise things they never intended to follow through on and have you accrue addition interest so Fedloan gets more money out of borrowers. Now my credit report is ruined. Thanks Fedloan.",,AES/PHEAA,FL,323XX,Servicemember,Consent provided,Web,8/17/17,Closed with non-monetary relief,Yes,N/A,2635857
11/10/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,"My student loans were managed and housed with XXXX and I was placed on an Income Based Repayment Plan after I graduated college with payments of XXXX  $ based on my income. This went on for two years. My loans came up for recertification of my IBR plan in XX/XX/XXXXwith XXXX at which time I was given my IBR payment amount of XXXX . I made my first payment to XXXX in the amount of XXXX $ as I was instructed to do. I had been in contact with XXXX XXXX XXXX working through the application for PSLF as I am a XXXX XXXX XXXX employee and had spent the previous 5-6 years employed at qualifying non profit organizations. I spoke with 5 or 6 different XXXX XXXX employees during this period of time asking a million questions as I was constantly getting different answers from the employees. I would be told that I ca n't pay a penny more than my IBR payment amount, I can pay any amount over that I want, all of my loans would qualify, the two loans I have that do n't qualify would n't be a problem I could leave them out of the program and just work towards the PSLF of my other qualifying loans without having to consolidate the loans. That is exactly what I chose to do as it was only two small loans that would n't be in the system. I verified this information several times with XXXX XXXX and was continuously reassured that all of my previous payments would qualify and the consolidation was not necessary to be apart of the program. Never was I instructed that if I did n't consolidate then none of my loans would qualify until I do or I would have taken out a private loan and paid off the two non qualifying loans prior to applying and transferring my loans to XXXX XXXX. Back to XXXX, my payment for XXXX was applied only to one loan instead of to all of them which made the rest of my loans show as past due. I spoke with XXXX about this and they were reissuing the XX/XX/XXXX payment as it was made in error and not my fault. The loans were transferred to XX/XX/XXXXduring this process and this is where things went crazy. I have spent one night every two weeks for no less than an hour on the phone with XXXX XXXX trying to resolve this "" past due '' issue since Beginning of XXXX XXXX. I of course got a different employee of XXXX XXXX XXXX every time I called in and was given a different reason as to why this was going on and how to fix it. I was told by a XXXX XXXXXXXX employee that I had to pay an extra XXXX $ to make up some difference in payment that would fix the past due issue, allow XXXX XXXX to reissue all of my payments since I had been with them and make all payments qualify. That 's exactly what I did. Another 4 months of this goes by with me jumping through countless hoops and given numerous deadlines for when it would be fixed. I sent them my bank statements showing all payments made for the exact amount I was instructed to pay, I sent them letters from XXXX saying I had no payment inXX/XX/XXXX, a letter showing I had a payment dueXX/XX/XXXX from XXXX, I sent them the IBR letter from XXXX detailing what my payment would be based on my income. It is now XXXX and the past due issue has finally been resolved, or so I thought. Last night XX/XX/XXXX I received an e-mail from a XXXX at XXXX XXXX XXXX informing me that I have made no qualifying payments at all as I did not consolidate my loans with XXXX XXXX. This is something I had spoken with XXXX XXXX about atleast a 1/2 dozen times. I was also informed that my last 6 payments sinceXX/XX/XXXX would not be qualifying payments either as I am no in "" paid ahead '' status. I have made one payment every month since XX/XX/XXXXwith exception of the extra XXXX $ I was instructed to pay by XXXX XXXXXXXX in XXXX I believe to resolve the issue. I have been mislead every step of the way, passed off to worker after worker, I can never speak with a manager as if they do n't exist and I never receive call backs or letters in the mail other than past due notices. I have asked 4 or 5 times for a copy of my case comment log to be mailed to me for my records in proving that this has been an ongoing 6 month issue and I am constantly told they will get that mailed out to me yet it never arrives. I have done everything I was instructed to do by XXXX XXXX to be enrolled in the PSLF program as I am a qualifying government employee and have been for quite some time. I want my qualifying payments to be counted, I do not want the non consolidation to penalize the 29 months of qualifying payments that I have already made to count against me, I do not understand how I can be "" paid ahead '' when I am simply doing what I 'm instructed to do by XXXX XXXX employees themselves. This is not how business is handled and I am fed up with wasting my personal time getting the run around from this XXXX XXXX processor. They are swindling millions of dollars and ruining countless lives in this malpractice. They have breached the terms and conditions of the agreement I signed with them, falsely represented themselves and it is not legal to hold me accountable for misrepresentation, false information and there incompetence. I have made every effort to rectify this directly with XXXX XXXX and I am now seeking legal representation in the matter to file suit against XXXX XXXX XXXX and there parent company Pennsylvania Higher Education. Any help in this matter would greatly be appreciated. I can provide phone logs showing the countless hours I have spent on the phone with XXXX XXXX, I can provide my bank statements detailing my exact payments and dates made, the IBR repayment schedule, and any other documentation that may assist you in rectifying this matter. Thank you.",,AES/PHEAA,MI,484XX,Servicemember,Consent provided,Web,11/10/17,Closed with explanation,Yes,N/A,2726166
6/8/18,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,,AES/PHEAA,AE,9096,Servicemember,Consent not provided,Web,6/8/18,Closed with explanation,Yes,N/A,2930840
12/18/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Need information about your loan balance or loan terms,,,"Navient Solutions, LLC.",GA,30331,Servicemember,Consent not provided,Web,12/18/17,Closed with explanation,Yes,N/A,2759073
4/17/18,Student loan,Federal student loan servicing,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,,"Navient Solutions, LLC.",OH,44102,Servicemember,N/A,Phone,4/17/18,Closed with explanation,Yes,N/A,2877646
7/4/17,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,,"Navient Solutions, LLC.",WI,53403,Servicemember,Consent not provided,Web,7/4/17,Closed with explanation,Yes,N/A,2565116
3/22/18,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,,"Navient Solutions, LLC.",MA,027XX,Servicemember,Other,Web,3/22/18,Closed with explanation,Yes,N/A,2851996
7/12/17,Student loan,Federal student loan servicing,Struggling to repay your loan,Can't temporarily delay making payments,,,AES/PHEAA,NC,27203,Servicemember,Consent not provided,Web,7/12/17,Closed with explanation,Yes,N/A,2572231
7/13/17,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,,,"Navient Solutions, LLC.",UT,84048,Servicemember,Consent not provided,Web,7/13/17,Closed with explanation,Yes,N/A,2573176
7/15/17,Student loan,Private student loan,Struggling to repay your loan,Problem lowering your monthly payments,,,"Navient Solutions, LLC.",FL,32746,Servicemember,Consent not provided,Web,7/15/17,Closed with explanation,Yes,N/A,2575632
1/7/17,Student loan,Federal student loan servicing,Can't repay my loan,Can't temporarily postpone payments,"In XXXX 2016 I applied for a XXXX Discharge through Nelnet because I am on SSI unable to work or go to school. 
I provided them with more information than I needed to a copy of my SSI determination and a completed Doctor Evaluation form. I have tried many times to find out the determination of my case until I was again asked for a form to be requested from Social Security to verify when my case would be reviewed and it was 7 years, well past the 5 years needed by Nelnet. Each time I inquire I am told it will take 30 more days for review. It is now 6 months and still no determination. I am tired of their excuses and beginning to think they might be a scam.",,"NELNET, INC.",GA,303XX,Servicemember,Consent provided,Web,1/7/17,Closed with explanation,Yes,No,2279650
3/6/18,Student loan,Private student loan,Struggling to repay your loan,Problem lowering your monthly payments,,,MASSACHUSETTS EDUCATIONAL FACILITIES AUTHORITY,HI,96857,Servicemember,Consent not provided,Web,3/8/18,Closed with explanation,Yes,N/A,2835392
1/20/17,Student loan,Federal student loan servicing,Can't repay my loan,Can't decrease my monthly payments,"I was in school right up until I joined the military in 2013. For the past three years I have tried to get my loan payments form Navient and Nelnet lowered and each year each company told me I did n't qualify and I had to pay back or do a military deferment. My bills would be over {$1200.00} a month and they knew I was military. In the past couple of weeks, I discovered I do in fact qualify to have them lowered and written off after 10 years of good payments but not before they added more and more interest to each and I found it out on my own. Public service does include military, do not let them tell you that it does n't. Cost me big time! 

I attended XXXX XXXX and XXXX XXXX in MN.",,"NELNET, INC.",TX,761XX,Servicemember,Consent provided,Web,3/3/17,Closed with explanation,Yes,No,2297255
7/19/17,Student loan,Private student loan,Dealing with your lender or servicer,Need information about your loan balance or loan terms,,,DISCOVER BANK,DC,20001,Servicemember,Consent not provided,Web,7/19/17,Closed with non-monetary relief,Yes,N/A,2579085
3/13/18,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Don't agree with the fees charged,,,United Student Aid (USA) Funds,TX,75013,Servicemember,Consent not provided,Web,3/13/18,Closed with explanation,Yes,N/A,2840987
3/9/18,Student loan,Federal student loan servicing,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,,,"Navient Solutions, LLC.",LA,70748,Servicemember,Consent not provided,Web,3/14/18,Closed with explanation,Yes,N/A,2837915
7/18/17,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,,"Navient Solutions, LLC.",CA,91913,Servicemember,Consent not provided,Web,7/23/17,Closed with explanation,Yes,N/A,2578212
